"PMID","tsneClusterNames","sentence","clustSummary"
"8ad6fe3d0031f1dffb84dec640ac0bb7c5ba84fb","vaccin-immun","what is more important, antibodies generated by either the mixture of vaccines (av-1959r/av-1980r) or the dual vaccine (av-1953r) recognized the same species of aβ and tau that were detected by antisera isolated from mice vaccinated with appropriate single vaccines (av-1959r and av-1980r).","    in addition to profiling the t-cell epitope repertoire, assessing the antigenic determinants that interact with b-cells and antibodies is of high significance in elucidating immune responses in vaccine development and vaccine design.....109 as a result, significant resources have been dedicated to the development and optimization of bvdv vaccines and vaccine protocols, considering variables such as the type and timing of vaccination on immune response and protection against challenge.....the importance of the fv-specific cd4 + t cell response for vaccine protection was emphasized by a depletion experiment, in which vaccine-mediated protection was completely abolished when cd4 + t cells were depleted around the time point of vaccination.....however, in other studies, the presence of polyfunctional t cells in either mva85a-vaccinated adults 45 or bcg-vaccinated infants 46 did not correlate with protection against tb in humans, highlighting the incomplete understanding of immune correlates of vaccine-induced tb protection.....what is more important, antibodies generated by either the mixture of vaccines (av-1959r/av-1980r) or the dual vaccine (av-1953r) recognized the same species of aβ and tau that were detected by antisera isolated from mice vaccinated with appropriate single vaccines (av-1959r and av-1980r)."
"4090c4a0e8cead64dd9e44a1610fb4f557fefdcf","viru-zikv","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .....given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.....models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).....briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.....accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) ."
"366057ee7dcf005190e239f45cdb054964e828db","viru-zikv","given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .....given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.....models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).....briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.....accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) ."
"aba0193185525dbd5c85f38245bcd05861ec4513","viru-zikv","models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .....given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.....models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).....briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.....accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) ."
"7d8b8767e12fc4fee2b29c6473b7dd1f3244b933","viru-zikv","briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .....given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.....models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).....briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.....accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) ."
"21a9444b2cd05fcac9c082ca87fac36e91086b6c","viru-zikv","accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) .","in a previous study, we prepared the zikv-e 294-302 tetramer and showed that zikv-specific cd8 + t cells exist in the brains and spinal cords of zikv-infected ifnar1 -/mice, which may have important implications for the design and development of zikv vaccines 10 .....given the total number of zikv infections ( ) and the number of asymptomatic zikv infections ( ), the probability to observe a total of household members presenting with zikv-like symptoms is the probability that − ( − ) presented with symptoms not related to zikv, among the − ( − ) members who do not presented with symptoms related to zikv.....models of zikv infection in cynomolgus monkeys have also been developed (koide et al., 2016; osuna et al., 2016) , showing that these animals are susceptible to infection to zikv isolates from cambodia and puerto rico, but not to an african zikv strain (ibh30656).....briefly, vero e6 cells (10 5 /well) or zikv were incubated at different infection steps as described below, with or without the tested natural products at the specified concentrations of 15 µm for gossypol, 30 µm for curcumin, 7.5 µm for digitonin, or 30 µm for conessine for 1 h before zikv infection, 1 h after infection, or the same time during infection.....accordingly, it was also reported that certain replication-associated structures were absent in zikv-infected human neural progenitor cells and that vesicular structures were markedly smaller than the ones observed in zikv-infected huh-7 cells (16) ."
"ef20a0cd67ce018cf061f154bd8be9d0e58d0f23","calv-calf","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).....the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).....for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).....mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).....an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property."
"ef20a0cd67ce018cf061f154bd8be9d0e58d0f23","calv-calf","the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).....the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).....for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).....mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).....an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property."
"ef20a0cd67ce018cf061f154bd8be9d0e58d0f23","calv-calf","for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).....the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).....for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).....mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).....an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property."
"ef20a0cd67ce018cf061f154bd8be9d0e58d0f23","calv-calf","mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).....the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).....for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).....mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).....an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property."
"ed91b54f1a51e6cca478909c62a47c7210a41a31","calv-calf","an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property.","when considering calves that did not receive supplementation, respective to each of the 3 groups, for at least the first five days of diarrhea there was no significant difference between either zm-and zs-treated calves compared to placebo-treated calves (p = 0.223 zm, p = 0.134 zs).....the prevalence of c. parvum fecal shedding at resolution of diarrhea was significantly higher in calves treated with zm (p = 0.009) and zs (p = 0.023) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 1.000).....for 59 calves that tested positive for rotavirus on the first day of diarrhea (table 3) , calves treated with zm had a 50% increased odds of testing negative at diarrhea resolution compared to placebo-treated calves, though this difference was not significant (p = 0.549).....mean post-treatment serum zinc concentrations were significantly higher in calves treated with zm (p < 0.001) and zs (p = 0.002) compared to placebo-treated calves, and there were no significant differences among calves treated with zm and zs (p = 0.406).....an aetiological diagnosis was not reached for all of the calves with diarrhoea due to cost constraints, the fact that it would make no difference to treatment protocol, and because most of these calves came from two farms and it was assumed that the causative agent would likely be the same in all calves from the same property."
"0d8f8313ebf345a47ae755d7f470b393a79893fe","cov-sar","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.....to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).....the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined."
"d73750cd7f032ab3f9fe5cf6f9a861c9e7567289","cov-sar","to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.....to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).....the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined."
"181b7b57851e6f58a601b68e613d10c10616f774","cov-sar","a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.....to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).....the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined."
"09de57e5401565a1e80361d32b09ce66b3a988c8","cov-sar","a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.....to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).....the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined."
"e88b28b3664d30889a0161ddee188c48897a3bee","cov-sar","the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined.","we have previously shown that the orf6 protein colocalizes with lamp1-positive vesicles in sars-cov infection (5) and also with the nsp8 protein in the same set of infected cells, indicating a possible role for the orf6 protein in the replicative process of sars-cov.....to explore whether the n-terminus of the sars-cov n protein also participates in its oligomerization, as seen for the mhv n protein, we performed pull-down experiments with recombinant 6xhis-tagged sars-cov-n1-n2a and immobilized gst-sars-cov-n1-n2a.....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) (figure 1a ).....a straightforward reference-sequence-based comparison indeed confirmed this, showing that the m, n, and e proteins of sars-cov-2 and sars-cov have over 90% genetic similarity, while that of the s protein was notably reduced (but still high) ( figure 1a ).....the 9b protein has been shown to get expressed in sars-cov-infected cells and antibodies against it have been found in the sera of sars infected patients, demonstrating that the protein is produced during infection     , but its actual function is not yet determined."
"0d5be5a4268da7c08b478ca36721d46bd67bbe69","express-cell","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).....in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.....in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.....we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .....results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells."
"cf8e39bf81b1e6e273adf55fb5db2245bd8bc885","express-cell","in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).....in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.....in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.....we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .....results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells."
"22e1dd30a5cbd30d28a4d121e4876c8e327f027e","express-cell","in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).....in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.....in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.....we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .....results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells."
"3bc70642b00cb1e53c8a6c83a584e429d626d199","express-cell","we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).....in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.....in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.....we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .....results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells."
"cf7837069ab6a12d5663c6f3c715b73fe53493a1","express-cell","results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells.","the results of this experiment showed that the anti-mir mir-141 inhibitor could cause an increase in tgf-β2 protein expression in h1n1 or h5n1 infected cells, as compared to cells only infected with h1n1 or h5n1 but without anti-mir mir-141 inhibitor treatment ( figure 3 ).....in particular, mature mir-146 and mir-155 were significantly upregulated in infected st cells compared with the control group; the fold changes of mir-146 and mir-155 between the infected st cells and the control group were 3.30 and 1.74, respectively.....in conclusion, the results of the present study provide evidence that tgev infection resulted in altered profiles of mirnas in pk-15 cells and the differentially expressed mir-4331 was involved in regulation of tgev transcription by targeting cellular cdca7.....we previously reported that tgev infection led to 21 differentially expressed mirnas, among which mir-4331 inhibited transcription of tgev gene7 via targeting cdca7  , and mir-27b functioned as a negative regulator during tgev-induced apoptosis  .....results presented here show that cellular mir-181b in f81 cells inhibits replication of mev by targeting its ns1 mrna coding region resulting in ns1 translational repression, while mev infection down regulates cellular mir-181b expression in f81 cells."
"039ca723ee32358eb70a084eaee19e1b6adc3033","avian-viru","56 however, other influenza a(h5) subtypes, such as influenza a(h5n2), a(h5n3), a(h5n6) and a(h5n8), have recently been detected in birds in europe, north america, and asia, and so far no human cases of infection have been reported, with the exception of three human infections with influenza a(h5n6) virus detected in china in 2014-15.","56 however, other influenza a(h5) subtypes, such as influenza a(h5n2), a(h5n3), a(h5n6) and a(h5n8), have recently been detected in birds in europe, north america, and asia, and so far no human cases of infection have been reported, with the exception of three human infections with influenza a(h5n6) virus detected in china in 2014-15.....importantly, most of the low pathogenic avian influenza (lpai) h7n9 viruses, which caused human infections in different parts of china since february of 2013  , had high viral sequence identities to the h7n9 viruses isolated from wet poultry markets  .....studies have shown that higher volumes of minor poultry sales resulted in a significant increase in virus isolation rates  , and that live poultry market density was the most important predictor of h7n9 infection risk within poultry markets  .....whilst much research and planning is currently underway to contain any outbreak in humans, relatively little is known about the extent of infection in poultry and, in particular, the transmissibility of highly pathogenic avian influenzas between poultry farms.....the primary limitation to our study was that poultry and poul- in conclusion, we have identified poultry trade practices that impact the risk of influenza virus a infection in chickens, and we have been able to attribute these practices to certain types of poultry trader."
"b3ad716630b356b1399e9df08cad73b1e92f317d","avian-viru","importantly, most of the low pathogenic avian influenza (lpai) h7n9 viruses, which caused human infections in different parts of china since february of 2013  , had high viral sequence identities to the h7n9 viruses isolated from wet poultry markets  .","56 however, other influenza a(h5) subtypes, such as influenza a(h5n2), a(h5n3), a(h5n6) and a(h5n8), have recently been detected in birds in europe, north america, and asia, and so far no human cases of infection have been reported, with the exception of three human infections with influenza a(h5n6) virus detected in china in 2014-15.....importantly, most of the low pathogenic avian influenza (lpai) h7n9 viruses, which caused human infections in different parts of china since february of 2013  , had high viral sequence identities to the h7n9 viruses isolated from wet poultry markets  .....studies have shown that higher volumes of minor poultry sales resulted in a significant increase in virus isolation rates  , and that live poultry market density was the most important predictor of h7n9 infection risk within poultry markets  .....whilst much research and planning is currently underway to contain any outbreak in humans, relatively little is known about the extent of infection in poultry and, in particular, the transmissibility of highly pathogenic avian influenzas between poultry farms.....the primary limitation to our study was that poultry and poul- in conclusion, we have identified poultry trade practices that impact the risk of influenza virus a infection in chickens, and we have been able to attribute these practices to certain types of poultry trader."
